Channel,sessionId,lineText,lineBy,lineNum,L2,L3,issueLine
Argos,INT-va1appin10-1438778654400-96299,"hi, am I able to order this in store for home delivery so i can use nectar points?",2,1,,Payment Issues,
Argos,INT-va1appin05-1438778714566-96314,I need the Bush under counter Freezer by tomorrow we can collect,2,1,,Product Inventory,
Argos,INT-va1appin07-1438778752960-96315,I'm just wondering what stores have it in stock in s5 Sheffield,2,1,,Product Inventory,
Argos,INT-va1appin07-1438778848932-96321,Yes could you tell me if it is definatly in stock please,2,1,,Product Inventory,
Argos,INT-va1appin05-1438778960082-96331,How soon can my items be devoured?,2,1,,Shipping Inquiry,
Argos,INT-va1appin08-1438779114768-96343,I wonder if you can help im looking to purchase the 6 seater patio set and they can deliver today but im not in until 6pm can I choose a time for delivery??,2,1,,Shipping Inquiry,
Argos,INT-va1appin10-1438779174961-96340,Can you tell me when the aruba sideboard and display cabinet will be in stock please? I want the entire range but won't buy until all in stock,2,1,,Product Inventory,
Argos,INT-va1appin06-1438779256559-96353,"Hello, can you tell me if there is a warranty on this product please?",2,1,,Manufacturer Information,
Argos,INT-va1appin07-1438779633443-96380,"i just see an offer of going instore and using discount code furn20 for 20% of all furniture,is this correct?ty",2,1,,Rewards,
Argos,INT-va1appin05-1438779649254-96382,Just one quick question. How long does delivery take for this item? Thanks.,2,1,,Shipping Inquiry,
Argos,INT-va1appin08-1438779713915-96391,why as the wwdc8146 gone up nearly &pound;90?,2,1,,Price _Enquiry,
Argos,INT-va1appin05-1438779758275-96394,IF SOMEHTHING IS NOT AVAILABLE FOR HOME DELIVERY AND NOT AVAILABLE IN MY LOCAL STORE can it be transported to my local store?,2,1,,Product Inventory,
Argos,INT-va1appin08-1438779811922-96398,I'm wondering about delivery on this product as 14 days is a bit too long to wait. Is there anyway of sorting a date?,2,1,,Shipping Inquiry,
Argos,INT-va1appin07-1438779978069-96408,Im looking to buy a vax hoover have found the one i want to buy however i can't get to the store until tomorrow so want to reserve it for tomorrow how can i do that online?,2,1,,Order_Assistance,
Argos,INT-va1appin07-1438780019970-96410,Any idea when I might be able to purchase this freezer,2,1,,Product Inventory,
Argos,INT-va1appin05-1438780090114-96418,hi there is there a delivery charge on this item,2,1,,Shipping Inquiry,
Argos,INT-va1appin10-1438780095177-96414,You say in questions and answers there is no shoulder press but in specifications they say there is?,2,1,,Manufacturer Information,
Argos,INT-va1appin07-1438780110003-96421,I have a party at the weekend... is there a express delivery on offer?,2,1,,Shipping Inquiry,
Argos,INT-va1appin07-1438780112909-96422,i would like to buy this treadmill and wanted to know if i will get the vouchers,2,1,,Promotions/Deals/Discounts,
Argos,INT-va1appin05-1438780266248-96433,"one tv 42"" lg. price 239, and brother swing machine need to home delivery",2,1,,Shipping Inquiry,
Argos,INT-va1appin10-1438780723180-96465,How soon can I get it,2,1,,Shipping Inquiry,
Argos,INT-va1appin05-1438780780933-96480,I really want the Rattan effect 4 seater patio set at &pound;269 .98 but does not seem to be available??,2,1,,Product Inventory,
Argos,INT-va1appin05-1438781126122-96513,can i be notifired when this iteam is back in stock?,2,1,,Product Inventory,
Argos,INT-va1appin08-1438781272505-96530,is it 20% of all furniture with the code,2,1,,Promotions/Deals/Discounts,
Argos,INT-va1appin09-1438781528369-96553,"Hi Tony, I am interested in ordering a kingsize divan whilst there is the extra 20% off but don't want it delivered before 21st August, would that be a problem?",2,1,,Shipping Inquiry,
Argos,INT-va1appin10-1438781528952-96547,"hi, i want to buy a bed frame and mattress but delivry date is far",2,1,,Shipping Inquiry,
Argos,INT-va1appin10-1438781603936-96555,"the bed that im viewing at the moment, is it a 3 foot bed? i dont know what 87cm is.",2,1,,Size-Shape,
Argos,INT-va1appin05-1438781666708-96569,hi if i want to buy the hyper revo mens moutain bike can i collect in store at congleton or do i have to wait for it to be delivered,2,1,,Product Inventory,
Argos,INT-va1appin09-1438781881042-96584,"yes, that is correct. I wanted to check if I can just walk in to your edinburgh store &amp; buy it from the store today?",2,1,,Shipping Inquiry,
Argos,INT-va1appin08-1438782017646-96598,hi looking to order a washing machine and it says 5 day delivery but earliest it says it can deliver is 25 August. so why does it say 5 day delivery,2,1,,Product Inventory,
Argos,INT-va1appin08-1438782174879-96614,erinne sofa bed &pound;398.99 please advise delivery to bh6 5fn,2,1,,Product Inventory,
Argos,INT-va1appin09-1438782241980-96618,When is the quickest you can deliver?,2,1,,Shipping Inquiry,
Argos,INT-va1appin07-1438782245281-96618,i have tried to order this has it gone through all should i do it again,2,1,,Order_Assistance,
Argos,INT-va1appin10-1438782250668-96613,"Hi I'm deaf , canon six 410 have store in Greenock ?",2,1,,Product Inventory,
Argos,INT-va1appin05-1438782255259-96620,I attempted to place an order yesterday morning for a dressing table priced at &pound;113.39 and there was an issue with your website and I therefore could not make a payment. I also attempted to call customer service at the time and the lines were busy.,2,1,,Price _Enquiry,
Argos,INT-va1appin05-1438782268014-96621,how long is the warranty for this treadmill?,2,1,,Manufacturer Information,
Argos,INT-va1appin07-1438782322058-96625,Can you tell me when product 247/4005 will be in stock,2,1,,Product Inventory,
Argos,INT-va1appin06-1438782388176-96631,"hello, iwas interested in the Vax U89-MA-Te Air on sale at the moment, the only problem is ive noticed its not available for home delivery. so really I just want to know if that would change in the next few days, or will it remain the same for the rest of the offer, as I live in a very rural area and cannot travel at the moment.. Thank you for your time. AJR.",2,1,,Product Comparison,
Argos,INT-va1appin10-1438782399599-96625,how long after purchase can I buy cover,2,1,,Manufacturer Information,
Argos,INT-va1appin08-1438782419791-96634,hi yep just wondered how much you charge to install a washing machine &amp; takeaway my old one?,2,1,,Product Inventory,
Argos,INT-va1appin06-1438782461743-96640,Hello I would like to see if I could pay monthly but not keen on putting in bank details,2,1,,Promotions/Deals/Discounts,
Argos,INT-va1appin08-1438782739560-96667,"Hello, I can't find out special offer link.",2,1,,Promotions/Deals/Discounts,
Argos,INT-va1appin07-1438782746159-96667,How long is delivery and can it be speeded up a bit?,2,1,,Shipping Inquiry,
Argos,INT-va1appin05-1438782782615-96670,hi is there free delivery on fridge freezers thanks,2,1,,Shipping Inquiry,
Argos,INT-va1appin05-1438782831431-96676,"I'd like to buy the following item: 335/8663 but I would need it for next Saturday as it would be a birthday present for a friend. However, on the delivery instruction it only give option for 'within 14 days' which doesn't work..... Is there any other option?",2,1,,Shipping Inquiry,
Argos,INT-va1appin05-1438782896692-96683,i was under the impression that indoor furniture was subject to 20% discount today. yet this hasn't shown up at checkout ?,2,1,,Promotions/Deals/Discounts,
Argos,INT-va1appin05-1438782951530-96690,I'd like to buy a double bed for my daughter for Monday Delivery in N8. Is that possible?,2,1,,Shipping Inquiry,
Argos,INT-va1appin05-1438783028761-96699,is there an expected delivery date for 322/1817,2,1,,Product Inventory,
Argos,INT-va1appin05-1438783068016-96702,we are about to place an order for 515 pounds and thought we d qualify for 12 months interest free on our argos card but that option not showing,2,1,,Payment Issues,
Argos,INT-va1appin08-1438783205447-96715,hi if i order items today for delivery when would they come please,2,1,,Product Inventory,
Argos,INT-va1appin05-1438783449935-96738,can you tell me the length in inches please,2,1,,Size-Shape,
Argos,INT-va1appin10-1438783668125-96751,"The second picture on the web page the table looks rectangular, but in the other pictures it's square can you clarify please?",2,1,,Size-Shape,
Argos,INT-va1appin07-1438783673421-96758,I wawa wondering if I can collect dalton single bed frame item number 693/0301 in lisburn square northern ireland,2,1,,Product Inventory,
Argos,INT-va1appin09-1438783730455-96763,is the recycling option available from chelmer village,2,1,,Product Inventory,
Argos,INT-va1appin09-1438783794051-96770,"I am looking to purchase a few wardrobes as you may see, and it says will reserve now to collect? Is there any way these items can be deliver instead of picking up from one of these locations.",2,1,,Shipping Inquiry,
Argos,INT-va1appin10-1438783974485-96779,Hi there! Would you be able to tell me if i ordered these today when could i expect delivery?,2,1,,Shipping Inquiry,
Argos,INT-va1appin07-1438784020463-96790,Hello. I wanted to know if the dining I have search will be available to purchase soon as it is out of stock?,2,1,,Product Inventory,
Argos,INT-va1appin10-1438784242216-96803,Can you tell me how much home delivery is for a fridge/freezer?,2,1,,Shipping Inquiry,
Argos,INT-va1appin08-1438784292199-96816,"I thinking of buying a bike, but i have a quick question ,  if I want to pay for the bike in a store can I pay with argos card and cash as my argos card limit is about 350",2,1,,Payment Issues,
Argos,INT-va1appin05-1438784526474-96837,indesit w/m 232/9404 says within 35 days delivery. Is this the best estimate ?,2,1,,Shipping Inquiry,
Argos,INT-va1appin07-1438784625761-96847,can i reserve this item and collect it on the 23rd of August?,2,1,,Payment Issues,
Argos,INT-va1appin08-1438784718987-96856,If we purchase nest o ntables and coffee tables ND THEBARENNOTNSUITABLE CAN WE RETURN THEM AND DOES IT COST,2,1,,Return Policy,
Argos,INT-va1appin08-1438784772444-96862,is this item currently half price,2,1,,Promotions/Deals/Discounts,
Argos,INT-va1appin08-1438784811211-96864,Hi when does the FURN20 code end and if i place an order does payment come out straight away or when bed is delivered,2,1,,Promotions/Deals/Discounts,
Argos,INT-va1appin10-1438785003066-96877,im looking for buy fridge freezer for 36 month,2,1,,Payment Issues,
Argos,INT-va1appin09-1438785016957-96884,"hi tried chatting before but lost the gentleman,i am looking to purchase your i sleep mattress number 417/8172 it is &pound;149.99 as see you have 20% discount over &pound;150 so would i loose this deal",2,1,,Promotions/Deals/Discounts,
Argos,INT-va1appin06-1438785040468-96887,not with the purchase but I do have a question - is the &pound;10/&pound;5 voucher offer only on the first &pound;100 or &pound;50 spent or would I get &pound;65 of vouchers if I spent over &pound;660?,2,1,,Promotions/Deals/Discounts,
Argos,INT-va1appin05-1438785067842-96890,"Could you tell me when this is back in stock, I have received delivery of the other furniture in this range and was assured that it had not been discontinued.",2,1,,Product Inventory,
Argos,INT-va1appin05-1438785155751-96898,i need to buy 12 of the grey metal folding chairs - but it will only let me select up to 10...,2,1,,Order_Assistance,
Argos,INT-va1appin06-1438785251480-96905,How soon will this item be delivered?,2,1,,Shipping Inquiry,
Argos,INT-va1appin10-1438785367570-96910,"I live in Lancashire. I'm looking at the possibility of ordering a mattress for a relative in Wales (currently in hospital) and having it delivered to her next door neighbours. Is it possible to order an item and have it delivered to a different address? Also, will the old mattress be removed by Argos or will other arrangements have to be made?",2,1,,Shipping Inquiry,
Argos,INT-va1appin08-1438785444396-96925,"hi, &pound; 10 voucher is for each &pound;100 transaction ?",2,1,,Promotions/Deals/Discounts,
Argos,INT-va1appin08-1438785485287-96928,Hi looking at Vax and now Hoover vacuums how t,2,1,,Product Comparison,
Argos,INT-va1appin06-1438785502780-96930,"im trying to order a climber and it says it can be delivered today yet when i go to buy ut i only have an option for tomorrow, i wanted it today for my daughter to play with",2,1,,Shipping Inquiry,
Argos,INT-va1appin05-1438785635121-96944,Is the following item available 247/2258,2,1,,Product Inventory,
Argos,INT-va1appin10-1438785767048-96953,do you deliver saturdays?,2,1,,Shipping Inquiry,
Argos,INT-va1appin08-1438785848177-96966,"I'm reserving several items , some available today, some in 2 days and 1 in 3 days.",2,1,,Payment Issues,
Argos,INT-va1appin09-1438785853184-96965,I want to buy product 400/8527,2,1,,Shipping Inquiry,
Argos,INT-va1appin09-1438786031418-96983,how long is delivery,2,1,,Shipping Inquiry,
Argos,INT-va1appin05-1438786075395-96990,"Hi, yes i was wondering what is the length of the slide in ft please.",2,1,,Size-Shape,
Argos,INT-va1appin09-1438786087966-96989,"it says I get free installation, delivery and recycling why am I being charged for delivery",2,1,,Checkout Issue,
Argos,INT-va1appin08-1438786314518-97014,can u deliver this cooker by the 8th august and what will be your charges we live in BR6 area,2,1,,Shipping Inquiry,
Argos,INT-va1appin09-1438786476750-97030,hi Dominic can you tell me the thickness of the memory foam to Base foam the,2,1,,Size-Shape,
Argos,INT-va1appin08-1438786499117-97033,"its &pound;20 more than the non express delivery, yet it only shows the same delivery dates?",2,1,,Shipping Inquiry,
Argos,INT-va1appin08-1438786880973-97072,Can you be more specific about the delivery time for 652/4274 ?,2,1,,Shipping Inquiry,
Argos,INT-va1appin10-1438786999691-97076,I would like to order two of these wardrobes but I don't want them delivered until tomorrow. Can this be arranged?,2,1,,Shipping Inquiry,
Argos,INT-va1appin07-1438787156965-97100,hi there why is it i never can apply for an argos card?,2,1,,Payment Issues,
Argos,INT-va1appin08-1438787157226-97100,indeset washer in black,2,1,,Color,
Argos,INT-va1appin05-1438787387623-97131,"looking at buying the camera in my basket with the camera case, does it come with an sd card? and can i buy it on pay nothing for six months or longer",2,1,,Payment Issues,
Argos,INT-va1appin10-1438787517047-97138,"Hello, I'm about to put in an order and I know I can get a &pound;10 voucher for my order .... my question is how do I get the voucher as my order is for home delivery ...and Paul, my name is Johanne, nice to meet you today.",2,1,,Rewards,
Argos,INT-va1appin07-1438787518404-97145,When I try to find out where has it in stock I can't .,2,1,,Product Inventory,
Argos,INT-va1appin09-1438787632397-97158,I want to buy a cooker on the 6 month pay later I have entered my details to apply for argos card pressed submit and nothing happens,2,1,,Promotions/Deals/Discounts,
Argos,INT-va1appin06-1438787737940-97170,Am trying to pay for dining table and chair set in my basket.help please,2,1,,Order_Assistance,
Argos,INT-va1appin08-1438787810189-97179,"Hi, if I was to spend &pound;700 on furniture would I receive &pound;70 in vouchers ?",2,1,,Promotions/Deals/Discounts,
Argos,INT-va1appin10-1438787849416-97175,hi sarah i want it in black please,2,1,,Color,
Argos,INT-va1appin07-1438787919209-97190,I'm interested in buying this machine on 12 month with may argos card but I have lost the card how do I go about replacing my card,2,1,,Payment Issues,
Argos,INT-va1appin08-1438787936663-97194,Yes please. how does the Dyson41 compare with the Big Cinetic one.,2,1,,Product Comparison,
Argos,INT-va1appin10-1438787979484-97192,"Hi mike, when will this be back in stock please?",2,1,,Product Inventory,
Argos,INT-va1appin10-1438788157813-97212,I have recently experienced a flood in my kitchen and been given a argos voucher from the insurance company to replace my item. I see that is is an online exclusive and the voucher says it can only be used in store. Will I be able to order this ion store?,2,1,,Payment Issues,
Argos,INT-va1appin06-1438788283625-97234,How long is the offer on for on this 321/4398 please,2,1,,Promotions/Deals/Discounts,
Argos,INT-va1appin05-1438788457860-97256,Have u got 2,2,1,,Product Inventory,
Argos,INT-va1appin08-1438788499282-97261,Hi is there any way I can get delivery of this item within 10 days please,2,1,,Product Inventory,
Argos,INT-va1appin06-1438788696806-97282,need to find a microwave with stainless steel interior under &pound;90.00?,2,1,,Color,
Argos,INT-va1appin08-1438788702532-97283,hi im trying to buy item 238/5819,2,1,,Shipping Inquiry,
Argos,INT-va1appin05-1438788781846-97294,I would like to know if any are due in either Leeds White Rose / Leeds Crown Point in the next couple of days please?,2,1,,Product Inventory,
Argos,INT-va1appin06-1438788912690-97308,h how do i go about getting a credited catalogid with yous ?,2,1,,Payment Issues,
Argos,INT-va1appin10-1438788930144-97304,i need immediate delivery,2,1,,Shipping Inquiry,
Argos,INT-va1appin05-1438789066852-97328,Hi what it the energy efficiency rate for the cookworks EM717CKL microwave please?,2,1,,Product Comparison,
Argos,INT-va1appin10-1438789092373-97323,hi would u deliver the Airsprung Parnell Comfort Small Double Mattress. 382/2319,2,1,,Shipping Inquiry,
Argos,INT-va1appin05-1438789103053-97332,Hi I've got an Argos card and I was looking at buying this wardrobe on the buy now and pay in 12 months but I also wanted to get an external hard drive which would be buy now pay 6 months I was just wondering if I payed some money to pay it off then would it pay off the external hard rice first or would it pay some off each,2,1,,Order_Assistance,
Argos,INT-va1appin06-1438789105770-97330,I`m in the process of buying a new bed for us,2,1,,Shipping Inquiry,
Argos,INT-va1appin05-1438789257421-97350,"Hi Victor, it's says delivery within 6 days can you specify a day?",2,1,,Shipping Inquiry,
Argos,INT-va1appin06-1438789546269-97382,"hi, I am looking at the range cooker 145/3371 is the front grey or stainless steel ?",2,1,,Color,
Argos,INT-va1appin05-1438789678022-97399,is this item next day delivery,2,1,,Shipping Inquiry,
Argos,INT-va1appin08-1438789806910-97411,my postcode is GU68EQ looking to buy the candy CSC1745SE when could you get it to me because if I have to defrost old one for you to collect I would need to co-ordinate that,2,1,,Shipping Inquiry,
Argos,INT-va1appin10-1438789847074-97408,"Hi, yes I wanted to know if you stock the Nikon D3300 with twin VR lenses?",2,1,,Product Inventory,
Argos,INT-va1appin05-1438790167416-97452,Yes were wondering how thick the mattress is,2,1,,Size-Shape,
Argos,INT-va1appin07-1438790178815-97452,"I want to order cookwoks CE550W which you have in stock, Is there any possibility of deliverying it soon that 5 days",2,1,,Product Inventory,
Argos,INT-va1appin07-1438790260067-97461,Hi I am looking for a decent oven,2,1,,Product Inventory,
Argos,INT-va1appin07-1438790366527-97473,Do you have this Black &amp; Decker HVFE2150L Ora Stick Vacuum in stock in a Salisbury store please?,2,1,,Product Inventory,
Argos,INT-va1appin07-1438790442873-97481,can u find me tv unit 6092294,2,1,,Product Inventory,
Argos,INT-va1appin09-1438790445690-97481,want to see if available from the Chelmsford store,2,1,,Shipping Inquiry,
Argos,INT-va1appin10-1438790589681-97487,There are no delivery slots available therefore I cannot progress with my order,2,1,,Order_Assistance,
Argos,INT-va1appin05-1438790661452-97502,What size is a king size bed?,2,1,,Size-Shape,
Argos,INT-va1appin08-1438790712807-97506,CANT SEEM TO CHECKOUT,2,1,,Checkout Issue,
Argos,INT-va1appin06-1438790977160-97535,What is the minimum spin speed i should go for please.,2,1,,Manufacturer Information,
Argos,INT-va1appin09-1438791009294-97537,I will like to know if this divan bed comes in other colours?,2,1,,Color,
Argos,INT-va1appin06-1438791022445-97539,Please let me know when item no.418/1767 will be available in Colliers Wood Store please?,2,1,,Product Inventory,
Argos,INT-va1appin08-1438791187390-97558,states delivery within 10 days but first delivery option is the 17 th Aug ?,2,1,,Shipping Inquiry,
Argos,INT-va1appin06-1438791254504-97566,yes how long does delivery usually take?,2,1,,Shipping Inquiry,
Argos,INT-va1appin08-1438791370509-97579,If we buy a dining table and chairs and don't actually like them when we've unpacked/assembled them can we return them to one of your shops?,2,1,,Return Policy,
Argos,INT-va1appin06-1438791485296-97589,hi i am inquiring about your Marnie single day bed frame..... as i'm short on space could you tell me if the length of the frame is exactly 195cm,2,1,,Size-Shape,
Argos,INT-va1appin07-1438791581398-97601,Hi is it inc del install and recycling,2,1,,Product Inventory,
Argos,INT-va1appin05-1438791690570-97610,"it states delivery from 14 days, does that mean it will not be delivered before.",2,1,,Shipping Inquiry,
Argos,INT-va1appin10-1438791711436-97604,Can I pay to have my old washing machine recycled with this product?,2,1,,Product Inventory,
Argos,INT-va1appin10-1438791763823-97610,I was paulagoing 2 buy 2 a rmchairs 1black 1brown no special offer for both charlie,2,1,,Promotions/Deals/Discounts,
Argos,INT-va1appin05-1438792076738-97651,"hello, do you have any discount codes for free delivery",2,1,,Promotions/Deals/Discounts,
Argos,INT-va1appin10-1438792132589-97650,when are you getting the challenge folding trekking bikes back in stock,2,1,,Product Inventory,
Argos,INT-va1appin06-1438792155544-97659,Yes I am looking at purchasing this but was wondering if I am able to pay part with gift vouchers and the rest on my credit card in store. Also how do I apply the 20% discount offer in store. Thanks,2,1,,Payment Issues,
Argos,INT-va1appin08-1438792426299-97691,Wanted the Elmwood oak effect extendable table and 4 black chairs for &pound;224.99 but showing not available for my postcode,2,1,,Product Inventory,
Argos,INT-va1appin09-1438792639814-97711,Hello i was wondering whether you will be doing buy now pay 12 months later on i macs instead of the 6 months,2,1,,Payment Issues,
Argos,INT-va1appin09-1438792654705-97713,do you get 2 yr or 5yr warranty with this machine? both are listed on website,2,1,,Manufacturer Information,
Argos,INT-va1appin05-1438792670450-97719,I am looking into buying a mattress,2,1,,Return Policy,
Argos,INT-va1appin07-1438793243534-97780,"Hi Mike, my name is Lynette, I am looking at ordering some wardrobes for my son and daughter in laws new home, if I order them now would I be able to choose a delivery date to suit us",2,1,,Shipping Inquiry,
Argos,INT-va1appin10-1438793412429-97791,How much would the delivery be?,2,1,,Shipping Inquiry,
Argos,INT-va1appin10-1438793437033-97794,I have a question about this bed.   could you please tell me what the base of the storage area made of,2,1,,Material,
Argos,INT-va1appin08-1438793438925-97803,will I get a ten pound off voucher if I buy the bushag66sw gas cooker /white,2,1,,Promotions/Deals/Discounts,
Argos,INT-va1appin07-1438793642669-97822,"i Have 3 things in trolley but none of these is available at home delivery, is there a chance that i can order them to home delivery despite of that ?",2,1,,Order_Assistance,
Argos,INT-va1appin08-1438793752732-97835,"trying to look for a armchair,with a wide seating area and canc arry a weight c   of around 18-19 stone",2,1,,Size-Shape,
Argos,INT-va1appin05-1438793789839-97839,"Hi I was just talking to Morgan, she was checking if the bed 323/9926 at postcode co15 5bz was is stock and the she disappeared",2,1,,Shipping Inquiry,
Argos,INT-va1appin09-1438793826556-97841,I am just wondering is there such a thing as same day delivery as this is a urgent need,2,1,,Shipping Inquiry,
Argos,INT-va1appin09-1438794254390-97886,can you tell me please what is the difference between,2,1,,Product Comparison,
Argos,INT-va1appin10-1438794276257-97885,It has said out of stock for delivery do you know when it will be available?,2,1,,Product Inventory,
Argos,INT-va1appin07-1438794469384-97915,yeah..its got 50 pounds cash back on it..does it means less 50 pounds pls,2,1,,Payment Issues,
Argos,INT-va1appin08-1438794680097-97940,Can I use card or gift vouchers online,2,1,,Payment Issues,
Argos,INT-va1appin10-1438794719093-97935,do argos do deals on washing machines and tumble dryers if bought together,2,1,,Promotions/Deals/Discounts,
Argos,INT-va1appin05-1438794962244-97974,hello could you tell me the monthly payments on a payment plan for this dishwasher please,2,1,,Payment Issues,
Argos,INT-va1appin10-1438795163341-97990,Could you pleas tell me if the Tabitha Fabric Sofa Bed is available in your store in Hastings?,2,1,,Product Inventory,
Argos,INT-va1appin06-1438795289181-98012,could you please tell me if Special offer detail - Save &pound;40 on this Scandinavia 3 Piece Pine Package includes only Scandinavia 3 Piece 2 Door 3 Drawer Wardrobe Package - Pine and two more items or can it be for example Scandinavia 5 Drawer Chest - Pine and two Scandinavia 3 Drawer Bedside Chest - Pine .,2,1,,Promotions/Deals/Discounts,
Argos,INT-va1appin09-1438795559429-98044,Hi does the bush retro style fridge come in other colours apart from cream?,2,1,,Color,
Argos,INT-va1appin06-1438795581505-98045,hi mike can you tell me please if you will have the aruba 614/3868 in stock again,2,1,,Product Inventory,
Argos,INT-va1appin05-1438795664373-98059,will the silentnight milan headboard come back in stock?,2,1,,Product Inventory,
Argos,INT-va1appin05-1438795864411-98079,Do you do black Bosch washing machine's,2,1,,Color,
Argos,INT-va1appin10-1438796109700-98097,Do you sell any 530mm depth interstates washing machines,2,1,,Size-Shape,
Argos,INT-va1appin07-1438796118970-98107,I don't return until 15th august don't worry I will have a look at delivery dates thank you,2,1,,Shipping Inquiry,
Argos,INT-va1appin06-1438796197670-98116,"hi, i am looking to buy some large electrical appliances. a fridge freezer and a gas cooker",2,1,,Promotions/Deals/Discounts,
Argos,INT-va1appin05-1438796249380-98126,Hello - I would like delivery on Saturday 19 September. Upon checking several times this hasn't been available on the delivery date options. Can you help me with this please? Is this delivery date going to be available soon?,2,1,,Shipping Inquiry,
Argos,INT-va1appin10-1438796343667-98128,i would like to know how long the delivery may take,2,1,,Shipping Inquiry,
Argos,INT-va1appin10-1438796448703-98139,Do you have hyper havoc 26 inch mountain bike was in old catalogue,2,1,,Product Inventory,
Argos,INT-va1appin09-1438796477250-98149,hi what are the delivery charge for a two and a three seat sofa,2,1,,Shipping Inquiry,
Argos,INT-va1appin08-1438796484929-98152,I was wanting to know if I was to apply for the Argos card today and was accepted straight away does it still let you process the order of the bed?,2,1,,Payment Issues,
Argos,INT-va1appin06-1438796550930-98159,what is the price for fitting??,2,1,,Product Inventory,
Argos,INT-va1appin09-1438796643348-98173,"i want to buy it ,it out of sock, but can you reserve it",2,1,,Product Inventory,
Argos,INT-va1appin06-1438796667277-98176,"Hi Chris, the product I wish to order is saying not in stock for home delivery but no indication of when it is in stock, how can I find out",2,1,,Product Inventory,
Argos,INT-va1appin05-1438797218440-98252,I won't pay the lot,2,1,,Rewards,
Argos,INT-va1appin10-1438797282206-98246,what is the code for the 20% off iv forgot it,2,1,,Promotions/Deals/Discounts,
Argos,INT-va1appin06-1438797326693-98258,Hello Chris Can you tell me when the items I have selected will be back in stock (approx). I have asked Argos to email also Thank you,2,1,,Product Inventory,
Argos,INT-va1appin07-1438797361361-98265,"Hi Tony, I'm ordering a Washing Machine from Bloomfields in Bangor NI, will they hold it for me until Friday when I can collect it?",2,1,,Shipping Inquiry,
Argos,INT-va1appin06-1438797418371-98270,"need to know when item no.368/9916 will be back in stock, bush freezer",2,1,,Product Inventory,
Argos,INT-va1appin06-1438797524023-98287,"yes,my grill has gone for the second time need a new cooker mine has had it",2,1,,Payment Issues,
Argos,INT-va1appin09-1438797532134-98289,"hello, we are looking at beds and some are reduced at present, can you tell me how long this promotion will be on for ?",2,1,,Promotions/Deals/Discounts,
Argos,INT-va1appin09-1438797698343-98308,"Hello, yes, I am looking for chest of drawers with the following measurements (cca): hight: 105 cm width: 58 cm depth: 70 cm",2,1,,Size-Shape,
Argos,INT-va1appin08-1438797819236-98320,How long will take for delivery plz,2,1,,Product Inventory,
Argos,INT-va1appin09-1438797883059-98328,"we're looking to purchase this freezer, but we were wondering if you offered any collection services for our old appliance that it is replacing #",2,1,,Product Inventory,
Argos,INT-va1appin10-1438798030732-98340,"Hi, Could you tell me when item number 413/4288 will be back in stock please. Many thanks Karen",2,1,,Product Inventory,
Argos,INT-va1appin05-1438798142277-98364,"Hi, can you tell me how long the wait time on the Jodie bunk bed with mattress",2,1,,Shipping Inquiry,
Argos,INT-va1appin10-1438798152189-98355,all seem to be out of stock for straiton like the chairbed in marina blue will stock be coming in,2,1,,Product Inventory,
Argos,INT-va1appin09-1438798190673-98365,Can you tell me the width of the wardrobe in feet/inches please?,2,1,,Size-Shape,
Argos,INT-va1appin08-1438798204618-98368,hi - what colour is the malmo 2 door at &pound;189.99. is it white or light cream. thanks,2,1,,Color,
Argos,INT-va1appin05-1438798306174-98381,i would like to order an item and it says 5 or more days for delivery. we would like it delivered in about 12 days. Is it possible to order for a date further out.,2,1,,Shipping Inquiry,
Argos,INT-va1appin07-1438798328286-98382,hello. Can you tell me how long the offer on this mattress lasts? We want one to be delivered to Bristol end of August. Thankyou,2,1,,Promotions/Deals/Discounts,
Argos,INT-va1appin09-1438798407058-98389,"i have placed an order earlier (divan bed) and today i received a call stating that the order is cancelled    and i am looking your website, now i see that the item is in stock and can be delivered in 6 days",2,1,,Product Inventory,
Argos,INT-va1appin06-1438798550013-98410,"Hi, we are ordering from the US for our sister in the UK. We see a code for 20% off if we spend 150 pounds. We need to use our credit card from here and we were told that we have to call in our order. Is this true?",2,1,,Payment Issues,
Argos,INT-va1appin10-1438798576277-98407,how can i apply for buy now pay later please?,2,1,,Payment Issues,
Argos,INT-va1appin10-1438798597516-98410,412/4250,2,1,,Material,
Argos,INT-va1appin09-1438798608113-98418,I am wanting to purchase the hygena seattle left hand corner sofa bed but want to know if it possible to get delivered either thursday 13th august or friday 14th august?,2,1,,Shipping Inquiry,
Argos,INT-va1appin09-1438798636420-98420,I am looking for a washing machine,2,1,,Material,
Argos,INT-va1appin09-1438798783770-98440,Am interested in the mid sleeper bed blue   Would like to know if I order today what the delivery date would be,2,1,,Product Inventory,
Argos,INT-va1appin10-1438798785143-98433,can you tell me the size,2,1,,Size-Shape,
Argos,INT-va1appin07-1438799326734-98502,Hi there. What are the delivery times on beds,2,1,,Shipping Inquiry,
Argos,INT-va1appin08-1438799330473-98504,what is difference between the Reebok treadmill ZR8 which is &pound;349 and the &pound;369,2,1,,Product Comparison,
Argos,INT-va1appin10-1438799348987-98497,Need to reserve the item for collection tomorrow,2,1,,Product Inventory,
Argos,INT-va1appin10-1438799351558-98499,"Hi, I wondered if you could advise me on the",2,1,,Product Inventory,
Argos,INT-va1appin06-1438799488050-98520,can this be home delivered im just browsing,2,1,,Product Inventory,
