XTest,sessionId,y__true,y_pred,y_prob_max
i want to cancel my layaway order,INT-sv1appin05-1447525992785-44291,Cancellation,Cancellation,1.20787527918
is it possible to pick ts order up in a store sweetworks gumballs,INT-va1appin08-1445004916432-35309,Store_Pickup_Queries,Store_Pickup_Queries,1.06791981851
i have an extra 10 in points and when i go to check out t disappear,INT-sv1appin07-1447482146718-41027,Rewards,Rewards,0.39690461859
"is there a limit to how many free gift cards you get from your weekly ad ""for example on the household items if i buy 3 tide detergent that entitles me already to a 10 dollar gift card right do i still get another 10 dollar gift card if i purchase 1 downy i bounty and i charmin"" page 17 does that mean per transaction is it ok to make multiple transactions with any three of these household items so i can get the free gift card ""so if i purchase 3 tide detergents wch entitles me to the gift card i can no longer make another transaction with three household products on the list""",INT-sv1appin06-1441146924396-9642,Giftcard_Issues,Giftcard_Issues,1.8824261255
visitor 11790 what the heck i am trying to buy a telephone here for 39 bucks and i just cannot seem to get past the sign in screen because i do not remember a password is there anyway i can buy ts phone without having to have email and password and all the rest of it,INT-node0-1401929558418-11790,Account_Enquiry,Account_Enquiry,0.60362666122
can you tell me if i can pick up an item from the local target store elegant home fasons avery floor cabinet httpwwwtargetcompelegant-home-fasons-avery-floor-cabinet-oil-oak-a-xxxx-xxxx-67,INT-va1appin06-1445020807875-37793,Store_Pickup_Queries,Store_Pickup_Queries,0.212811708493
is giving trouble trying put sometng on layaway on my phone dont work,INT-sv1appin08-1447618146556-51441,Layaway Query,Layaway Query,0.259273623615
"i have 2 items in my cart that i would like to order and have ready at the store i am not able to select my target store location xxxx-xxxx-5469 ""there are 2 items for spping but show in stock at lake geneva wi"" twister rave and yummy nummies 53147 yes",INT-sv1appin09-1441379333039-29054,Store_Pickup_Queries,Store_Pickup_Queries,1.70939400429
i am trying to put in a promo card and missed where to put it cannot find cart number,INT-va1appin10-1445039115863-18834,Promotions/Deals/Discounts,Promotions/Deals/Discounts,0.161182996174
visitor 29397 was wondering if you have a fitment chart for xm satellite items,INT-node0-1402797697407-29397,Product Inventory,Product Details,0.241471969726
all the items i have place order seem to be available at different time would argos be able to deliver them all at the same time,INT-sv1appin05-1438193730021-92125,Order_Assistance,Shipping Inquiry,0.176610699984
i am wanting to purchase online but delivery says between oct xxxxxx what is the usual time for delivery there is no option other then standard delivery,INT-va1appin06-1445044623805-40761,Shipping Inquiry,Shipping Inquiry,0.593744647962
 ts bed is half price in book so why not online,INT-va1appin05-1439117793623-117285,Price _Enquiry,Promotions/Deals/Discounts,0.126375984155
am interested in the mid sleeper bed blue   would like to know if i order today what the delivery date would be,INT-va1appin09-1438798783770-98440,Product Inventory,Shipping Inquiry,0.19469468006
what is ts spend 75 get 10 deal  yes,INT-va1appin07-1445104541309-44612,Order_Issue,Promotions/Deals/Discounts,1.40776950478
 is there still a 20 discount on furniture,INT-va1appin09-1439113631331-117159,Promotions/Deals/Discounts,Promotions/Deals/Discounts,1.16732482542
can you please tell me what is the length in feet of the mattress,INT-sv1appin07-1438344844676-101834,Size-Shape,Size-Shape,0.1236133442
im looking for ts ring 3zzva83448812p in silver size 8it goes straight,INT-sv1appin06-1447596346806-49261,Product Details,Product Inventory,0.173609102111
could i buy ts corner sofa buy now and pay later,INT-va1appin06-1439028452962-113703,Order_Assistance,Payment Issues,0.355167800614
visitor 15046 what is the difference between the tilt head kitchenaid mixer vs the classic,INT-node0-1401998385135-15046,Product Details,Product Details,1.04610110402
where is the layaway payment option to pay online,INT-sv1appin07-1447526993634-44425,Layaway Query,Payment Issues,0.440213090382
 i want to put these shoes on hold to pick up in store but it wont let me,INT-sv1appin09-1447545248946-46565,Store_Pickup_Queries,Store_Pickup_Queries,0.380531994745
i am no able to complete my purchase without signing in and i cant remember my password,INT-va1appin08-1439122875167-117444,System Issue,Account_Enquiry,0.600463936714
im still waiting for a spping label so i can return my heater my email is mbmakepeacegmailcom,INT-sv1appin08-1447469657405-40267,Return Policy,Return Policy,0.775679836724
where do i find promo code i dont know iam purchasing a bedspread,INT-va1appin09-1445087049217-21351,Promotions/Deals/Discounts,Promotions/Deals/Discounts,1.44063980873
 when i placed order yesterday it said you will have 202 to spend in your next order,INT-sv1appin10-1447514700094-42784,Order_Issue,Order_Issue,0.204057731134
"how can i have the grill spped to the store rather than my home ""oh okay""",INT-sv1appin07-1441389985373-30372,Store_Pickup_Queries,Shipping Inquiry,0.276344815066
 vanessa can u tell me if u could deliver today to my door,INT-va1appin05-1445121257110-46390,Shipping Inquiry,Shipping Inquiry,0.325900508557
i am just hoping to purchase some of these goodsim hoping there is some deals you can offer,INT-sv1appin08-1438285156695-98511,Promotions/Deals/Discounts,Promotions/Deals/Discounts,1.4082798029
i want to use my target card to pay for ts order but its not letting me thanks,INT-va1appin07-1445045021968-40792,Payment Issues,Payment Issues,0.42284848044
i wanted to know if the items i am purchasing are an extra 15 off xxxx-xxxx-1843,INT-va1appin10-1445035155803-18383,Order_Issue,Promotions/Deals/Discounts,0.221232491382
can i sp item to italy  ok thanks,INT-va1appin10-1445103549210-23101,Shipping Inquiry,Shipping Inquiry,0.678929999637
what is the weight of the oven,INT-va1appin08-1439027174311-113669,Size-Shape,Size-Shape,0.168128396867
i have a tools set on layaway for19900,INT-sv1appin09-1447625220569-52234,Layaway Query,Layaway Query,0.543278676282
is the following item available 2472258,INT-va1appin05-1438785635121-96944,Product Inventory,Product Inventory,0.419483843526
 i am attempting to place an order online using a promo code i received via email for 5 off 25 clotng accessories etc purchase but the code is not being accepted i currently have 3853 worth of merchandise in my cart thanks the promo code is sct73jndv3xwlmb,INT-va1appin08-1445012138117-36448,Promotions/Deals/Discounts,Promotions/Deals/Discounts,1.32661533312
i am trying to use my red card to pay for my transaction but it is saying it is unable to process the payment i was late with paying the bill but i have paid it in full and i have a 0 balance ok,INT-sv1appin07-1445188185864-721,Payment Issues,Payment Issues,0.241989555312
yes it is out of stock and wondering if you can tell me when it be back in stock,INT-sv1appin08-1438612760722-114329,Product Inventory,Product Inventory,1.34953029208
visitor 28824 i wonder if surface pro 3 can connect to projector,INT-node0-1402788319305-28824,Product Details,Product Details,0.599275415879
visitor 29271 i have an older tv with only one hdmi input and that currently has the cable box in it i just bought a blu ray player is there an adapter for the hdmi cable,INT-node0-1402794897968-29271,Product Details,Product Details,0.189455596011
i want to bay my argos card,INT-va1appin10-1437741380661-65010,Payment Issues,Payment Issues,0.453215542061
visitor 29369 i am trying to order online a couple of movies and it is telling me in one sentence that a movie is unavailable and right below it 3 inches down it says it is in stock confusing,INT-node0-1402796877412-29369,Product Inventory,Product Inventory,0.804035598289
e is the nearest location i can pick one of these up 77581,INT-sv1appin06-1447597682576-49373,Store_Pickup_Queries,Store_Pickup_Queries,0.944542728611
"when i look at the treshold 2 door storage cabinet is says the price is 15999 and then when i put it in my cart it says 19999 its the piece with the center shelves httpwwwtargetcomp-a-xxxx-xxxx-16 ""sure just a moment""",INT-va1appin09-1445030680088-17834,Order_Issue,Price _Enquiry,0.242591107326
"do you know if all target stores will have force friday merchandise ""i am at work and cant call the store near me"" thank you ""but after all of the midnight unveils will all stores be carrying the other merchandise"" like if i go to my local store that didnt participate in the midnight event could i get some of the new merchandise",INT-sv1appin09-1441399690630-31592,Store_Pickup_Queries,Store_Pickup_Queries,1.93957039407
 i see that theres some offer about order pick up wch is supposed to allow to save 10 for 75 spent i am buying stroller httpwwwtargetcompgraco-fastaction-fold-click-connect-travel-system-a-xxxx-xxxx-76,INT-va1appin10-1445127675504-25532,Product Details,Promotions/Deals/Discounts,0.767956729606
" im wondering if i can sp to toronto canada and about how much the spping cost would be ""thanks thats helpful information is it correct that target is no longer in canada"" okay thanks for your time ""nope thats it""",INT-sv1appin10-1441142491335-9781,Shipping Inquiry,Shipping Inquiry,1.55267728862
why does ts say sold by wayfeildcom an,INT-sv1appin07-1447565666155-48010,Product Inventory,Product Details,0.24938794764
i had trouble getting a sofa to fit in my house t couldnt get it through hall does ts one come in different bits,INT-sv1appin05-1438174512876-90265,Size-Shape,Product Details,0.284054954626
 sarahmy name ismarco i would really like to buy the swanley oak dining table and 6 chocolate leather effect chairs but it says that it is not available for deliver in my post code what can i do to buy it,INT-va1appin10-1439073219636-115811,Product Inventory,Product Inventory,0.547253664446
i ordered some polaroid films and i ordered the wrong ones  how can i cancel my order and get my refund,INT-sv1appin06-1447564178529-47942,Cancellation,Cancellation,0.352862657715
visitor 4543 i can never login to my account,INT-node0-1401805567596-4543,Account_Enquiry,Account_Enquiry,0.632119061951
can i be notifired when ts iteam is back in stock,INT-va1appin05-1438781126122-96513,Product Inventory,Product Inventory,1.53731150565
 i am looking to buy x2 2582904 1 x 2477590 and x2 2684943 to pick up around the liverpool area - in a shop that is open until later ie 8pm and has close by parking to carry the items to - can you please advise - speke seems to only have one of each,INT-va1appin09-1439234097153-124307,Product Details,Store_Pickup_Queries,0.182239544015
 nathen i just ordered some sheets but it didnt apply the fall15 code,INT-va1appin09-1445088834883-21508,Promotions/Deals/Discounts,Promotions/Deals/Discounts,1.21603441311
visitor 6436 i am trying to sign in to my verizon account so i can place an order for a new phone--i need the account password--i am not sure if it is my birthday or not-- visitor 6436 82352,INT-node0-1401827856714-6436,Account_Enquiry,Account_Enquiry,0.26217056479
visitor 4687 when get the gaxaly note for 4999 does it require a credit check,INT-node0-1401808060762-4687,Payment Issues,Payment Issues,0.190844735946
 do you sp to canada okay thank you,INT-sv1appin07-1441212573855-14054,Shipping Inquiry,Shipping Inquiry,1.17928045232
how do i go about doing a price match online to do a store pickup i have the 2 items i want in my cart right now,INT-va1appin05-1445102998986-44430,Price Match,Price Match,0.77321506802
"what is lgbt stand for i want to emai a gift card to my grand daughter  ""its on your website im shopping on target to buy a gift card it says """"lgbt rainbow gift digital exclusive gift card"""" what is lgbt""",INT-va1appin09-1445134044893-25999,Product Details,Giftcard_Issues,1.15315947034
does argos offer an installation and take old cooker away service and if so what is the charge thjank you,INT-va1appin05-1439220092748-122940,Product Details,Product Details,0.271186246745
if i buy sometng with free store pick up will i be able to pick it up today,INT-sv1appin08-1447510441822-42294,Shipping Inquiry,Store_Pickup_Queries,0.870666510077
 i have a reward card for 50 that i want to use how do i pay for the additional on another credit card an att visa debit reward card,INT-va1appin05-1445103655802-44510,Payment Issues,Rewards,0.131121318596
im just wanting to know if there way to get next day delivery,INT-va1appin05-1438872739506-103989,Shipping Inquiry,Shipping Inquiry,0.353791817882
how do i get 10 store pickup promo applied it did show up but not on checkout page,INT-va1appin09-1445020326394-16318,Promotions/Deals/Discounts,Promotions/Deals/Discounts,0.902858379824
visitor 4680 im trying to buy in ceiling speakers for a 51 surround sound setup but dont exactly know wch type of speakers would be the most ideal,INT-node0-1401807894509-4680,Product Details,Product Details,0.490690941789
im seeing here in your ad ps4 for 2999 when i try to purchase it the price is not what its advertised as httpweeklyadtargetcompromotionscode=target-151018page=18,INT-sv1appin09-1445194978777-904,Price _Enquiry,Price _Enquiry,0.581208383231
 i see that i have a surprise 1500 that i can redeem on my account,INT-sv1appin09-1447557821626-47577,Rewards,Rewards,0.95068886102
 i am wanting to send a purchase to my daughter who lives in ny can i have it sent to her door or does she have to pick up at the store thanks,INT-sv1appin07-1445179833794-501,Shipping Inquiry,Store_Pickup_Queries,0.17033619056
"if i order sometng for store pickup how long will it be held my daughter will be away at college -- we might want to order a few tngs for her to pick up when she gets there okay is there any way to specify a pickup day if we wanted to take longer ""so contact them after ordering"" okay thanks thats all bye",INT-sv1appin09-1441384929143-29813,Store_Pickup_Queries,Store_Pickup_Queries,0.836774615801
visitor 4812 i had an item in my cart then i got an error message saying it had been removed wle i was trying to check out so i tried to go back and add it now it says sorry there was a problem adding the item to your cart please try again i have tried several times and no luck the sku 2711674,INT-node0-1401809878910-4812,Order_Issue,Order_Issue,0.768696670781
i am looking for ts item at a store in nashville can you help merona mens oxfords trent dress shoe - black 130 thank you,INT-sv1appin08-1445188179769-721,Store_Pickup_Queries,Product Inventory,0.218784355671
"if i select in store pickup will i be notified if the item is not in stock ""thanks ill do that""",INT-va1appin08-1445050076399-41192,Store_Pickup_Queries,Store_Pickup_Queries,1.06588708808
o you have a coupon i could provide with my boot order8500 is too much money,INT-sv1appin06-1447637737767-53705,Promotions/Deals/Discounts,Promotions/Deals/Discounts,1.28404555256
im trying to use a coupon code and its telling me that im locked out and to call,INT-sv1appin08-1447637542542-53678,Promotions/Deals/Discounts,Promotions/Deals/Discounts,0.997388843237
my cart has 2 differenet totals 16240 and 16740 my cart  is xxxx-xxxx-5044,INT-va1appin09-1445094187260-22055,Price _Enquiry,Order_Issue,0.120595770508
may i pick ts order up at the target in knollwood 8900 hwy 7 8900 hwy 7,INT-va1appin05-1445138277986-47663,Store_Pickup_Queries,Store_Pickup_Queries,1.26500327106
i would like the dimensions please,INT-sv1appin10-1438347225162-101998,Size-Shape,Size-Shape,0.24687911257
how do i sign up for that red card,INT-va1appin08-1445016810267-37158,Rewards,Rewards,0.147365903683
" nash how i can buy the red pebble with the price 2999 dpci 057-xxxxxx httpmarketplacesfyndlycomtargettoolsinventorycheckhtml ""oh  thank nash i will need your help next time""",INT-sv1appin10-1441464979622-35123,Price Match,Price _Enquiry,0.318450406372
how can i redeem my points,INT-sv1appin09-1447603062186-49862,Rewards,Rewards,1.77282476903
visitor 29622 diomyou have any good gaming laptop for 400,INT-node0-1402803112352-29622,Product Details,Product Details,0.363547146938
i need a wasng macne asap,INT-va1appin08-1439134666858-117945,Shipping Inquiry,Shipping Inquiry,0.274968933068
 liora do have these chairs in stock to deliver,INT-va1appin09-1439110589838-117075,Product Inventory,Product Inventory,0.853462184368
lexington sc is ts item available in store,INT-sv1appin06-1447627127030-52446,Product Inventory,Store_Pickup_Queries,0.481113352913
 could you tell me the monthly payments on a payment plan for ts dishwasher please,INT-va1appin05-1438794962244-97974,Payment Issues,Payment Issues,1.50705675985
visitor 17553 i am trying to make a purchase i try to login it asks me to enter a verf code and change my password i do that then try make a purchase the a t the select checkout method it will not accept my new password visitor 17553 then at the select,INT-node0-1402064360907-17553,Account_Enquiry,Account_Enquiry,0.790526164906
i just placed ts order but it looks like the spping address is not correct,INT-sv1appin10-1447613684364-50965,Account_Enquiry,Order_Issue,0.274955956738
visitor 29578 when does the sale end on the macbook air sky 2712009,INT-node0-1402801660500-29578,Promotions/Deals/Discounts,Promotions/Deals/Discounts,0.354553458447
visitor 783  andria i am trying to place an order i entered my spping info but it is not letting me continue,INT-node0-1401724615503-783,Order_Issue,Order_Issue,0.804116549608
" scott how do i do a price match if i find sometng lower ""i can do it in store but how about onlie""",INT-va1appin10-1445060540067-20385,Price Match,Price Match,1.52889880937
 what is the returns policy with ts if i do not like when it arrives ,INT-va1appin09-1438718470829-92318,Return Policy,Return Policy,1.20042972908
visitor 7451 ira what type of student discounts are available for the mac air 133 display getting a graduation present,INT-node0-1401840319764-7451,Promotions/Deals/Discounts,Promotions/Deals/Discounts,0.947959396433
visitor 29027 would you recommend an ipad or a tablet,INT-node0-1402791191852-29027,Product Details,Product Details,0.596265906152
i am trying to create an order to pick up in store so that i can get the 10 off 75 promo and i keep getting an error message i am trying to get it again sometng went wrong were working on the problem and should have it fixed shortly please wait a few minutes and try again,INT-va1appin09-1445012105814-15044,Store_Pickup_Queries,Store_Pickup_Queries,0.465868909593
i thought i saw a 1000 off coupon of a 7500 in store pick up coupon is that still available it was a facebook ad i tnk,INT-sv1appin10-1445194427085-888,Store_Pickup_Queries,Promotions/Deals/Discounts,1.03266459888
 i would like to buy 6 inch memory foam mattress only twin but is it i cant use any surprise point,INT-sv1appin05-1447481484428-40997,Rewards,Rewards,0.199419992535
i want to order microfiber curtain panel in wte but need to know the shade of wte is it bright wte ivory oyster or what,INT-sv1appin08-1447632938107-53147,Product Details,Product Details,0.289236916227
i notice sharks have 10 per cent off is ts the corded shark,INT-va1appin09-1437667491514-58880,Promotions/Deals/Discounts,Promotions/Deals/Discounts,0.306293181033
i realy need a dlivery at riday bud the ptions gve only saturday   my fridge is faling appar i need ne asap,INT-va1appin09-1439144163461-118392,Product Inventory,Shipping Inquiry,0.708417057359
visitor 5499 yup sure n thanks visitor 5499 and plz give me student discounts too hahaha ,INT-node0-1401818475543-5499,Promotions/Deals/Discounts,Promotions/Deals/Discounts,0.789546156018
i just placed an order and it should have the free 2 day spping but it doesnt can you help,INT-sv1appin07-1447605544864-50112,Shipping Inquiry,Shipping Inquiry,0.247738342701
im looking for lovo party charcoal barbeque but it seems all of your shops are out of stock could you check please,INT-va1appin06-1439219912394-122916,Product Inventory,Product Inventory,0.794326766572
i placed an order a few hours ago and was supposed to get 2000 in points,INT-sv1appin05-1447617124078-51335,Rewards,Rewards,0.699609590339
if i order an armchair and it doesnt fit - can i return it,INT-va1appin09-1439226283199-123536,Return Policy,Return Policy,1.48610345217
is it possible to do a tax exempt purchase on line not sure if i have an account usually i bring paper work to the store and the caser handles it the item i am looking for is not available in the store it for a school i do not,INT-sv1appin08-1441293004836-16168,Store_Pickup_Queries,Store_Pickup_Queries,0.360305264435
i chose the free spping option at checkout and it keeps changing to store pickup why xxxx-xxxx-2589,INT-sv1appin06-1445199160690-1016,Store_Pickup_Queries,Store_Pickup_Queries,0.378361804752
i am trying to buy tires from sears,INT-sv1appin10-1447600981580-49663,Order_Issue,Order_Issue,0.678927519434
member requested to cancel the order but as per scim its not yet been canceled,INT-sv1appin08-1447560346465-47732,Cancellation,Cancellation,1.06357754572
the sweater i am ordering shows full price instead of the sale price how do i get the 25off,INT-va1appin08-1445006197397-35504,Price _Enquiry,Price _Enquiry,0.918754812842
 what is the return policy on the meccano robot toy thank you,INT-va1appin05-1445110937209-45345,Return Policy,Return Policy,1.71279258834
i want to order a vivitar camerav9112 purple i cannot add it to the cart it keeps saying it is not available for pick up that is ok cant it be spped,INT-sv1appin05-1447462208972-39588,Order_Issue,Store_Pickup_Queries,0.150064008051
i am wondering why i cannot pay with my gift card i enter my info and it says you are unable to access my gift card to try again later or use another payment method yes xxxxxxxxxxx4482 access xxxx-xxxx-70 xxxx-xxxx-9944,INT-sv1appin05-1441420660461-33142,Giftcard_Issues,Giftcard_Issues,0.757607334963
why was my layaway labeled as deliquint and canceled,INT-sv1appin07-1447549214785-46928,Layaway Query,Layaway Query,1.44413088679
do you have ts in stock anywhere,INT-va1appin09-1439207109922-121856,Product Details,Product Inventory,0.706086079199
visitor 15038 is there anyway i can get a picture of setup of that bracket on the tv,INT-node0-1401998275391-15038,Product Details,Product Details,1.09389303996
i need to know when product 6143796 is going to be back in stock please,INT-va1appin09-1439143866272-118376,Product Inventory,Product Inventory,0.664757200217
i want to purchase an item online  i notice that it is cheaper at lowe  is there a way that you can do a price match for me,INT-sv1appin06-1447635376047-53431,Price Match,Price Match,1.14989713132
i have a target red card is it possible to use my red card and get 5 off of items that will go over my credit limit,INT-va1appin09-1445120951924-24966,Payment Issues,Payment Issues,1.01433796176
the website said i can get an extra 15 off by entering fall15 i am trying to checkout but dont see where i can enter the code no,INT-va1appin07-1445034070123-39648,Promotions/Deals/Discounts,Promotions/Deals/Discounts,0.738393491578
i need beech furniture 4 seperate items  two bedside cabinets one set of drawers 3 one small dressing table and mirror,INT-sv1appin06-1438602616946-113541,Color,Color,0.313441229233
i want to known wasng macnes has guarantee,INT-va1appin09-1437654131062-57404,Manufacturer Information,Manufacturer Information,0.118383487374
i am having trouble placing my order can you help me the email and security code,INT-va1appin08-1445033045865-39535,Order_Issue,Order_Issue,1.13600499325
when does the 5 off 25 or 10 off of 40 for halloween items end ok thanks,INT-va1appin09-1445127743056-25538,Promotions/Deals/Discounts,Promotions/Deals/Discounts,0.465784232264
the wte10 discount code isnt being recognised when im checking out,INT-sv1appin08-1438185891923-91361,Promotions/Deals/Discounts,Promotions/Deals/Discounts,0.309829238915
 is the 15 discount on items that are half price as in beds,INT-va1appin05-1438003896463-77437,Promotions/Deals/Discounts,Promotions/Deals/Discounts,1.18994714054
trying to change email,INT-sv1appin08-1447590278248-48888,Account_Enquiry,Account_Enquiry,0.693688383954
im checking out put it says it cant apply my egift card are you there,INT-va1appin07-1445006829683-35597,Giftcard_Issues,Giftcard_Issues,0.536890831635
 there scarlet i am an argos card holderand would like to purchase three kitchen applianceshowever i only have 600 credit on my crd could you please increase ts to 700,INT-sv1appin09-1438092052529-83321,Payment Issues,Order_Assistance,0.165772842696
visitor 2759 im tnking about buying a desk top tower today but my best buy credit card dont have enough amount on there can i pay the remaining balance with another credit card,INT-node0-1401747503117-2759,Payment Issues,Payment Issues,1.18799461351
yes i would like to know if i can still get staff discount on ts even though there is a 15 indoor furniture deal on,INT-va1appin06-1437855064509-71054,Promotions/Deals/Discounts,Promotions/Deals/Discounts,1.51982583711
i want ts fridge but i want it delivered to cost fields in ingmels asap,INT-va1appin08-1438682710977-89499,Shipping Inquiry,Shipping Inquiry,0.369056638069
can you tell me when the 20 off furniture using the promo code will end,INT-va1appin08-1439218109444-122737,Promotions/Deals/Discounts,Promotions/Deals/Discounts,1.16113410728
"if ""i choose in store pick-up can"" i pick it up tomorrow",INT-va1appin07-1445021936794-37968,Store_Pickup_Queries,Store_Pickup_Queries,1.36513768127
trying to place an order and have it delivered to my local target but the site wont allow me to select a store okanswers the question thanks,INT-sv1appin10-1441312642351-23809,Store_Pickup_Queries,Store_Pickup_Queries,0.52870255417
im trying to redeem my 7 surprise points towards a purchase,INT-sv1appin06-1447467264470-40072,Rewards,Rewards,1.06932417258
 for orders that are available in store to pick up if i order it online how long would it take until i can pick it up in store for example target and walmart would have an order ready in 2 hours,INT-sv1appin08-1447627492969-52485,Shipping Inquiry,Store_Pickup_Queries,1.45927547468
i would like to pick ts item up at the sterling hts mi store but it does not come up,INT-sv1appin05-1447610047499-50587,Store_Pickup_Queries,Store_Pickup_Queries,0.672903797923
the system will not let me complete the purchase it keeps asking for the security code and email wch i have added 5 times,INT-va1appin07-1445121572349-46416,Order_Issue,Order_Issue,1.35017840805
when ordering online for in store pickup how long do you have to pick the items up,INT-sv1appin10-1447523835099-43989,Store_Pickup_Queries,Store_Pickup_Queries,0.932782804232
visitor 13361 hyatt visitor 13361 is it possible to pre order surface pro 3 with the student discount from microsoft through best buy,INT-node0-1401980359139-13361,Promotions/Deals/Discounts,Promotions/Deals/Discounts,0.570030698343
it is dont usable and please process a return spping label so we can return it for a refund thanks,INT-sv1appin06-1447568314587-48122,Return Policy,Return Policy,1.97665973326
if i place an order today can i pick it up today at the osage beach location so how do i do it,INT-va1appin05-1445002986498-35010,Store_Pickup_Queries,Store_Pickup_Queries,0.144306991063
visitor 29222 will the component av cable for nintendo wii u work if i wanted to run the cable from a roku to the television,INT-node0-1402794253188-29222,Product Details,Product Details,0.478641756387
how long does bongo juniors ugly christmas sweater for spping,INT-sv1appin08-1447550345761-47029,Shipping Inquiry,Shipping Inquiry,0.381360698342
are there any discounts on furniture i am looking at the kids scandynavia range,INT-va1appin10-1438768094009-95751,Promotions/Deals/Discounts,Promotions/Deals/Discounts,0.674289804437
 henry - i am ordering a wedding gift from a registry to be delivered directly to the registrants i did not see an option to add a note with the gift is such option available got it thanks that is it,INT-va1appin10-1445022494957-16652,Product Details,Product Details,0.717743193029
please can you confirm delivery times for the cesario black regular leather sofas,INT-va1appin07-1439227549959-123666,Shipping Inquiry,Shipping Inquiry,0.446211855032
visitor 4685 how do i get the 20 discount that is supposed to be offered on ts macne,INT-node0-1401808049533-4685,Promotions/Deals/Discounts,Promotions/Deals/Discounts,0.307371071913
 cart number is xxxx-xxxx-2190 and there is a promo on line when you spend 75 you get 10 off but its not taking it off my order and there is not a promo code to use there is no promo code to ok shelly wte,INT-va1appin10-1445128280064-25583,Promotions/Deals/Discounts,Promotions/Deals/Discounts,2.32535042691
 my name is norman can i start a layaway online,INT-sv1appin05-1447607850055-50357,Layaway Query,Layaway Query,0.616799320189
my giftcard does not show on the checkout ,INT-sv1appin06-1445188834854-731,Giftcard_Issues,Giftcard_Issues,0.458476942181
i am trying to check out and id like to choose the option sp to store but it seems like it doesnt really give me the option to choose if the item is not available in store does that mean it cant be spped to the store  ohhhhhhhhhhhh that explains booooo  terrible,INT-sv1appin10-1441305674897-22939,Store_Pickup_Queries,Store_Pickup_Queries,1.12375941157
 paul i need a dressing table but the one i like its honme delivery only  is it possible to set up a specific date for delivery please,INT-va1appin07-1439227246048-123636,Shipping Inquiry,Shipping Inquiry,0.665392860504
" mike ""i am trying to check out and the error """"sometng went wrong try again later"""" keeps popping up do you know why"" ""thanks i tried a few days ago and same error""",INT-va1appin10-1444961047734-10641,Order_Issue,Order_Issue,1.03643689342
visitor 29644  i got a question for you im from argentina i want to know if you have free spping and if i have to pay any taxes,INT-node0-1402803804338-29644,Shipping Inquiry,Shipping Inquiry,0.203749822314
if i were to order an item off line when would be the soonest i would receive it  can you see the item i wish to order ,INT-va1appin06-1445008690947-35901,Shipping Inquiry,Order_Issue,0.26981732758
i cannot log in to my account to go through payment etc,INT-va1appin05-1439024985201-113607,Order_Assistance,Account_Enquiry,0.776423467585
cancel recent order,INT-sv1appin07-1447637078508-53631,Cancellation,Cancellation,0.224740586094
 i cant figure out if the 5 giftcard offer for buying two house hold items is online only or also in the store yes i know that but there is a promotion online right now but it does not specify if the promotion is online only or not can you tell me if it is i want to know if i can still get ts 5 gift card offer if i go to the store,INT-sv1appin09-1445192642639-837,Giftcard_Issues,Giftcard_Issues,0.173952125269
visitor 23920 and i got two email one showing my order is received and second one that my order is canceled visitor 23920 and amount is deducted from my credit card why visitor 23920 order number bby01-652386038607,INT-node0-1401567386894-23920,Payment Issues,Order_Issue,0.34874458935
how do i apply for the buy now pay in 6 months,INT-sv1appin09-1438372569422-104098,Payment Issues,Payment Issues,0.429070222503
 i would like to know if the cooker comes with gas connection before purchasing it,INT-va1appin07-1439140041809-118202,Product Details,Product Details,0.197035597958
i want to buy the plunge router model 27669 and a table is the craftsman router table model 37596 compatible with the router,INT-sv1appin05-1447525714876-44251,Product Details,Product Details,0.861273098926
im trying to change the store location for pickup and its not allowing me to it says sometng went wrong cant find it,INT-va1appin09-1445030920364-17863,Store_Pickup_Queries,Store_Pickup_Queries,1.15137511379
the iams dog food is supposed to give you a 10 gift card however during checkout it does not show up generally during checkout it prompts you as to how you would like your gift card but it is not doing so,INT-va1appin08-1445092066240-43230,Giftcard_Issues,Giftcard_Issues,1.45052635289
 if i order sometng online can i return it to a store,INT-sv1appin08-1447611947842-50779,Return Policy,Return Policy,0.665656766949
what is the producers guarantee for ts product 4870391,INT-sv1appin08-1438290129429-98894,Manufacturer Information,Manufacturer Information,0.923920640825
im trying to purchase a pool tabel with my credit card but my bill address is different cause i just moved i dont want my card to decline the payment because i didnt use my billing address,INT-sv1appin09-1447639663187-53914,Order_Issue,Payment Issues,0.777579161658
 harry - i am purchasing a wedding gift and was tnking there would be a spot where i could say who the gift is from andor write a short note did i miss it found it thanks for your help,INT-va1appin07-1445021115307-37835,Product Details,Product Details,0.420224194412
whats the delivery time for 873236 en80ff,INT-va1appin09-1438951589616-109196,Shipping Inquiry,Shipping Inquiry,0.863663640186
cannot find the box to put the furn15 promo code,INT-va1appin06-1437936173579-73860,Promotions/Deals/Discounts,Promotions/Deals/Discounts,1.45716989258
im trying to add an 10 dollar coupon and it wont take rmt39ptghmhtcsw,INT-va1appin10-1445024729182-16985,Promotions/Deals/Discounts,Promotions/Deals/Discounts,0.124924659485
 scott can you please tell me where to enter the code for an extra 15 off oki didnt see itlet me check again,INT-va1appin08-1445040142941-40340,Promotions/Deals/Discounts,Promotions/Deals/Discounts,0.522335249748
visitor 29568 i found out the exact type of carpeting i have and it is cut-pile saxony and that is what i wanted to know if the triggerhead worked well with,INT-node0-1402801326310-29568,Product Details,Product Details,0.404065836154
