XTest,sessionId,y__true,y_pred,y_prob_max
how can i access my dvr recordings with my remote control,ID1232209900,Dvr Issue,Dvr Issue,0.538710613498
i put the wrong password too many times and need to access my account,ID1228107482,Account Disabled,Login Issue,0.593559489119
unable to connect to internet,ID1220643617,Internet Not Working,Internet Not Working,0.564377797009
new modem never arrived,ID1237108497,Purchase Modem,Modem Setup,0.494091982795
the box has no time or channel info wont turn on and have unplugged and replugged in,ID1230618966,Channel Issue,Channel Issue,0.532841927398
need to get my username and pasorgot it sword  f,ID1225902942,Login Issue,Login Issue,0.475419416963
cable box will not reboot,ID1237062946,Cable Box Not Working,Cable Box Not Working,0.53418607044
i dont remember my user name and password and i am setting up my new modem,ID1232265426,Login Issue,Login Issue,0.609164598208
internet running slow keep getting disconnected from support,ID1219781061,Speed Issue,Speed Issue,0.775293801125
how do i get access to the dvr manager on my computer or phone,ID1226948701,Dvr Issue,Dvr Issue,0.751282239424
i cannot turn the closed captions on or off  t are presently on  ts is on my dvr,ID1228814568,Dvr Issue,Dvr Issue,0.588290608082
why hasnt my internet speed being upgraded as told,ID1221358531,Speed Issue,Speed Issue,0.83785598089
ultimate speed,ID1234820648,Speed Issue,Speed Issue,0.676202592169
we have stopped receiving emails from an address that has worked fine for several year  ive checked junk mail and our anti-virus quarentined files and there is notng there  why would those emails stop coming thru,ID1228516581,Email Issue,Email Issue,0.418730308448
locked out of account,ID1223565647,Login Issue,Account Disabled,0.692379100691
trying to watch tv on my ipad sign in not working,ID1230790733,Login Issue,Login Issue,0.417870854144
losing internet connection,ID1233649279,Internet Not Working,Internet Not Working,0.697054935824
my wifi says i have full bars but no connectivity,ID1229488790,Speed Issue,Home Wifi,0.584756316466
can i be sent a new wifi modem,ID1228589992,Purchase Modem,Home Wifi,0.471788347103
locked out of my account,ID1230002930,Account Disabled,Account Disabled,0.740450790063
cable box not activated,ID1224157835,Cable Box Not Working,Cable Box Not Working,0.656403080766
my internet keeps going out is there an outage in my area,ID1224231142,Internet Not Working,Internet Not Working,0.5334922176
when is our internet and television service going to be repaired,ID1230702665,Account Info,Internet Not Working,0.564272999209
not getting all my emails,ID1231347111,Email Issue,Email Issue,0.521478393544
how can i put a password on my router,ID1229931397,Account Info,Modem Setup,0.436595094073
tv says no signal,ID1223217821,Signal Issue,Signal Issue,0.493803800498
reset my box ,ID1231437354,Cable Box Not Working,Cable Box Not Working,0.68749094323
we upgraded to 30mpbs a few days ago but my speeds are still at the old speeds  when will it take effect,ID1224103634,Speed Issue,Speed Issue,0.501037516765
i just subscribed to the preffered tv plan does ts come with a wifi router or do i have to buy my own,ID1229238610,Plan Explaination,Purchase Modem,0.557619901688
im not getting the qvc channel - not since last night,ID1232315547,Channel Issue,Channel Issue,0.51827538764
modem id and password,ID1235259937,Login Issue,Modem Setup,0.478467053035
cable box not working,ID1232360026,Signal Issue,Cable Box Not Working,0.692480597524
my account has locked up can you help,ID1227189186,Account Disabled,Account Disabled,0.545968124578
why does my phone keep dropping calls,ID1232594492,Phone Not Working,Phone Not Working,0.574423222249
i need my password reset,ID1228385892,Login Issue,Login Issue,0.704599331686
how do i reset my network password,ID1232617575,Login Issue,Login Issue,0.479139786851
how do i login to the ui so i can access my wifi passwords to view them and make changes,ID1229200531,Login Issue,Home Wifi,0.451024660342
is there an approved twc cable modem wtelephone capabilty that i can purchase to replace my leased modem,ID1233411893,Purchase Modem,Purchase Modem,0.815652774292
cant log in,ID1229701001,Login Issue,Login Issue,0.773819105267
i received a mailer from you that says you moved me to earthlink extreme an no additional cost i dont see a difference 21mps upload and 16 mps download speed is it a hoax,ID1219120825,Details Of Existing Plan,Speed Issue,0.50975276507
i am unable to log into my account and see my current month bill,ID1227231974,Login Issue,Login Issue,0.669009626867
password reset,ID1227374271,Login Issue,Login Issue,0.596897830966
i have guests what is my password,ID1235392684,Wifi Password,Login Issue,0.68669208767
is ther internet connection issues in bedford tx area,ID1229031980,Internet Not Working,Internet Not Working,0.533223980807
my account has been disabled,ID1224117285,Account Setup,Account Disabled,0.686594798658
i am subscribing 15 mbps internet but why am i getting only 24 mbps on my laptop,ID1234626846,Speed Issue,Speed Issue,0.641563838835
can you disable my routers wifi so it doesnt interfere with my own wifi router,ID1222186552,Home Wifi,Home Wifi,0.598313776783
internet keeps dropping out have reset modem multiple times,ID1223176028,Internet Not Working,Internet Not Working,0.533056189127
i see a channel is not on  to be specific channel 310 the nfl network,ID1229928120,Channel Issue,Channel Issue,0.649145114559
i am unable to reset the password on my account,ID1229213066,Update,Login Issue,0.714316811112
"hoy do i get caller id on my tv screen ive gone to settings selected ""on"" but caller id doesnt appear on screen",ID1235305291,Caller Id,Caller Id,0.619918517427
lost all my new incoming emails over the last week wle setting up a new pc  now that my email is finally set up correctly and i have captured my storical emails is there any chance i could get back what was on the server for the last week or so  it was downloaded yesterday and dumped witn minutes so i didnt even see most of them  i use pop now,ID1228614778,Email Issue,Email Issue,0.516156591636
ts will be my 3rd chat im getting upsetmy internet is intermittent and slow,ID1223468578,Speed Issue,Speed Issue,0.851448417893
we are receiving a lot of spam email that is from the mail delivery system  we are concerned that someone is trying to access and use our email address,ID1230916507,Account Info,Email Issue,0.649007886319
i locked my account,ID1236338077,Login Issue,Account Disabled,0.673346890014
my cable box keeps resetting itself,ID1220050008,Cable Box Not Working,Cable Box Not Working,0.612580946261
activate purchased modem,ID1237005054,Modem Setup,Modem Setup,0.764624331698
 iw ould like to have my emails say t come from a deifferent name than my current email address currently it is faranetta1txrrcom and i would like to have it say it came from melindagirlmeetslakecom i do not know if i need to change the actual email address or if i can jsu change the name i receive emails sent to melindagirlmeetslakecom in my inbox but when i reply t come from faranetta1txrrcom is there a way to change ts thanks,ID1224617571,Email Issue,Email Issue,0.469314818635
not able to connect to internet,ID1222114806,Internet Not Working,Internet Not Working,0.638000131689
i get a recording that t are aware that one of my cable boxes wont reboot but the box has not been working for 3 days i would like to speak to live person,ID1231613649,Cable Box Not Working,Cable Box Not Working,0.489630238303
poor speeds since 11072014 only getting ~5-10mbps down on a 10010 provisioned account,ID1223550108,Speed Issue,Speed Issue,0.571841182238
set up account email addresses,ID1230628120,Account Info,Email Issue,0.465921983495
i tested my internet speed on toastnet and it is running slow can you check out the speed on my line,ID1230825860,Speed Issue,Speed Issue,0.967412837158
my account is disable,ID1224233780,Service Issue,Account Disabled,0.627713277038
i need my password reset  locked out of system,ID1232326556,Login Issue,Login Issue,0.557744512926
my internet has gotten extremely slow over the past 3 days i tnk the modem may be dying or sometng,ID1233299892,Speed Issue,Speed Issue,0.790300610243
unable to send the outbound email messages,ID1231768372,Email Issue,Email Issue,0.594629889057
box isnt working,ID1228936753,Cable Box Not Working,Cable Box Not Working,0.562868444773
as a result of recent work by time warner our outside cablewire from the pedestal is lying on the ground it needs to be buried,ID1223685213,Cable Issue,Speed Issue,0.533207940699
how do i allow guest access to my wifi,ID1228416457,Home Wifi,Home Wifi,0.624559628527
when you add second dvr do you have to do anytng specific,ID1233521586,Dvr Issue,Dvr Issue,0.536242018943
internet in - out,ID1231967862,Internet Not Working,Internet Not Working,0.790743800854
we are in a rv resort in rockport tx and connected to their twc  can i lease-rent a dvr recorder,ID1219109472,Dvr Issue,Dvr Issue,0.485263235536
connection is incredibly slow please reset,ID1226566651,Speed Issue,Speed Issue,0.752573029456
bad audio on channel 1346,ID1231389231,Channel Issue,Channel Issue,0.461029952618
forgot my wifi password,ID1236261752,Wifi Password,Login Issue,0.501026803677
i need help transferring my network and password settings for my new modem,ID1235285707,Modem Setup,Modem Setup,0.805334063477
our buildings second floor twc lock box junction box is broken all the cables for the floor are exposed,ID1232665231,Cable Issue,Cable Box Not Working,0.572994584272
can i get a new remote control,ID1236437501,Remote,Remote,0.567536898081
i am only getting 5 mbps and i pay for 15 mbps,ID1231976827,Speed Issue,Speed Issue,0.457775375387
is the dvr manager online broken or does it always not work nbc recordings do not record sound do you have any idea why that might be,ID1224002518,Dvr Issue,Dvr Issue,0.642419021432
how many bengali channels are there,ID1229176382,Channel Issue,Channel Issue,0.432074958519
 just upgraded to ultimate 100 earliert said it would be active instantly  im only getting 17mb down and < 1mb up  please can you advise,ID1220546278,Speed Issue,Speed Issue,0.452446002167
new service,ID1229468497,Account Setup,Service Issue,0.442308591028
020 mbps download speed not good,ID1225819661,Speed Issue,Speed Issue,0.760488902789
i seem to have forgotten my password to log in so i can get the mcafee antivirus,ID1224872176,Login Issue,Login Issue,0.601971514422
phone no ring tone no incoming calls internet slow,ID1235808084,Phone Not Working,Phone Not Working,0.497623172845
iam trying to log in to watch an episode of the walking dead on amc via twc and i forgot my password when i try to retreive the password i get a message of system error,ID1228465633,Login Issue,Login Issue,0.838253470655
ive purchased a wireless router and i need to replace the one time warner installed how do i go about activating my new modem,ID1227667638,Modem Setup,Modem Setup,0.858608264354
internet and cable out at home--is there an outage in 11222,ID1228429804,Internet Not Working,Internet Not Working,0.603060749789
internet username and password,ID1220011494,Login Issue,Login Issue,0.698798373783
why is my internet so slow,ID1229255148,Speed Issue,Speed Issue,0.93189352128
why wont my dvr manager work,ID1236175382,Dvr Issue,Dvr Issue,0.681312675318
i went to use phone ts morning-says no line i pay for phone service i have a payment ar,ID1224555972,Phone Not Working,Phone Not Working,0.460281002307
not sure what my tc id is nor what the primary account e-mail address is  had not used the e-mail service since we switched from att to twc earlier ts year  i do remember the installation tech stated that the primary e-mail was all messed up  so probably need to correct the primary e-mail address as well,ID1232210979,Twc Id,Email Issue,0.434362662978
my remote controller is not working  the cbl button at the top right side near the power button stays lit continuously,ID1227291819,Remote,Remote,0.463660001451
why is my internet speed slow,ID1223794931,Speed Issue,Speed Issue,0.982853693197
need to setup installation appointment,ID1229089702,Appointment,Appointment,0.604182854585
slow connection,ID1229974288,Speed Issue,Speed Issue,0.808778813997
we had an appointment for a technician to come to our home yesterday around 4pm he did not show up,ID1232214028,Appointment,Appointment,0.601870891274
i forgot my email username and password,ID1221372804,Login Issue,Login Issue,0.777223399551
how many channels can i record at the same time  can i watch another channel wle recording other channels  thank you,ID1222113536,Tv Setup,Channel Issue,0.555322007007
activate modem,ID1220514523,Modem Setup,Modem Setup,0.815745833293
is there a channel for netflix,ID1232342941,Channel Issue,Channel Issue,0.525202190855
my internet service periodically disconnects,ID1230730544,Internet Not Working,Internet Not Working,0.649231964444
i made a login but its not letting me use it,ID1236356048,Login Issue,Login Issue,0.423027395654
activate my own modem,ID1230610707,Modem Setup,Modem Setup,0.769789299058
remote does not work,ID1221457998,Remote,Remote,0.673590347116
internet,ID1231024922,Internet Not Working,Internet Not Working,0.654019893838
cable box is far from tv,ID1222608414,Cable Box Not Working,Cable Box Not Working,0.422943468455
router not connecting,ID1227649424,Modem Setup,Modem Setup,0.542307582517
dvr space availability is very small and only able to record 2 shows at one time - can you assist,ID1222331680,Dvr Issue,Dvr Issue,0.636306480014
my email is not receiving any more messages due to full capacity how can i delete messages,ID1222639445,Email Issue,Email Issue,0.58692071156
my phone is not working properly it rings and i cant hear anyone i make calls and it cuts out i cant even call to get it fixed,ID1233388191,Phone Not Working,Phone Not Working,0.634086935371
i have forgotten my password for my home wifi,ID1229821754,Login Issue,Home Wifi,0.471161739039
why does my cable box power off by itself,ID1223600657,Cable Box Not Working,Cable Box Not Working,0.637930484337
i forgot my username and password,ID1235375735,Login Issue,Login Issue,0.788008661974
my internet doesnt  want to work sometimes,ID1221249382,Internet Not Working,Internet Not Working,0.633476497929
speed of internet,ID1228916743,Speed Issue,Speed Issue,0.899203471076
activate modem,ID1228148639,Modem Setup,Modem Setup,0.815745833293
need to reset username  password,ID1223742279,Login Issue,Login Issue,0.728604775273
slow internet,ID1235262185,Speed Issue,Speed Issue,0.937614845312
cant log in,ID1224207106,Login Issue,Login Issue,0.773819105267
i lost the guy i was chatting with about my phone not working,ID1223114479,Phone Not Working,Phone Not Working,0.613071270724
i cant activate my modem from computer it says to call or chat,ID1233049343,Modem Setup,Modem Setup,0.662323930077
my dvr freezes when trying to fast forward do you have newer model i can try or anytng,ID1229310112,Dvr Issue,Dvr Issue,0.555821826044
i have been locked out of signing into my account my username is bjguthrie but i am assuming i need to reset my password,ID1226596819,Login Issue,Login Issue,0.677479774249
my internet speed is super slow,ID1224010302,Speed Issue,Speed Issue,0.977349565771
accidentally reset my router need help please,ID1222118601,Modem Setup,Modem Setup,0.525711906636
billing cannot sign in to my account,ID1219977032,Login Issue,Login Issue,0.65007041257
i would like to delete my email account,ID1233532780,Email Issue,Email Issue,0.474650035431
lost my password,ID1225367904,Login Issue,Login Issue,0.740723355753
i cant find my user name and password,ID1225132116,Login Issue,Login Issue,0.65034981444
why is my download speed so slow i just ran your spped test and it came out 069 mbps,ID1229328590,Speed Issue,Speed Issue,0.823672153499
account has been disabled,ID1229442956,Account Disabled,Account Disabled,0.598732118794
can i use the usb port to make my external hard drive accessible via wifi network,ID1224009505,Home Wifi,Home Wifi,0.439307652525
why dont i have hd channels,ID1230745699,Details Of Existing Plan,Channel Issue,0.57394694168
acct disabled need to reset password,ID1221484503,Account Disabled,Login Issue,0.656754544002
how can i cange my email accounts passwords,ID1231554396,Email Issue,Email Issue,0.64135681152
my internet is supposed to be around 30 on the download and im getting anywhere from 5 to 14,ID1228547114,Speed Issue,Speed Issue,0.520789976012
slow service,ID1231316629,Service Issue,Speed Issue,0.700220013328
why i my speed slow,ID1231356434,Speed Issue,Speed Issue,0.940364224797
multiple channels not working,ID1219959869,Channel Issue,Channel Issue,0.70773211328
lock out unable to log in,ID1227632579,Login Issue,Login Issue,0.599169833764
i dont know my user name neither my password,ID1235195407,Login Issue,Login Issue,0.606639226687
wifi is horrible again running at 233mbps,ID1228829460,Home Wifi,Home Wifi,0.462608949676
we have subscribed to the ultimate 300 plan and my speed is currently less than 4mbps on download and less than 5mbps on upload,ID1231780852,Speed Issue,Speed Issue,0.655298570555
box does not turn on,ID1236397064,Cable Box Not Working,Cable Box Not Working,0.737197607227
much slower internet than advertised,ID1229606583,Speed Issue,Speed Issue,0.455692193193
my internet is flaky,ID1225827708,Internet Not Working,Internet Not Working,0.677605403682
i have dial tone but cant dial out,ID1231329167,Dail Tone Issue,Dail Tone Issue,0.505000409216
i have tried rebboting and the phone still does not work,ID1228394926,Phone Not Working,Phone Not Working,0.525489172961
my cable box dvr is no longer recording  can just bring it to the local twc store to get a replacement,ID1236330188,Dvr Issue,Dvr Issue,0.626174216379
new modem and phone service not working,ID1223056536,Phone Not Working,Phone Not Working,0.658220252567
my email has stopped coming into my phone and my tablets as of last wednesday what can i do to fix ts problem,ID1233522210,Email Issue,Email Issue,0.469089956796
refresh my signal speed is 520,ID1226113106,Speed Issue,Speed Issue,0.488709176027
multiple channels on my tv are not working after multiple reboots,ID1233621667,Channel Issue,Channel Issue,0.646216950371
when i am connected to vpn internet explorer will not work  when i disconnect vpn ie works fine  i believe it is a problem with the modems firewall  is there a way to correct ts,ID1233436798,Internet Not Working,Internet Not Working,0.529592471975
my internet is way slower then it should be,ID1225139014,Speed Issue,Speed Issue,0.647527650454
i need to activate my modem,ID1220512718,Modem Setup,Modem Setup,0.877271520365
under guide i use to see the channels on the left side and dont see them anymore,ID1220575556,Channel List,Channel Issue,0.43171157357
i am unable to reset my password,ID1219264394,Login Issue,Login Issue,0.672625583502
i have a service scheduled for tomorrow wo 1000743070191047 to confirm the appt tomorrow please call our home phone number 254 698 3646 as my phone will be out of range due to my job thanks,ID1228502274,Appointment,Phone Not Working,0.448635260284
slow download speed,ID1220034151,Speed Issue,Speed Issue,0.884785229865
is there going to be faster speeds here in el paso from what im getting now ,ID1227370236,Speed Issue,Speed Issue,0.539043039995
can you help me turn off the wifi on my modem,ID1227366248,Home Wifi,Home Wifi,0.59626356839
"my dvr cancels some programs that have been set to record  also some programs say ""not allowed to record""  how can i fix ts",ID1228667681,Dvr Issue,Dvr Issue,0.707335233846
i can not use internet now,ID1236128343,Internet Not Working,Internet Not Working,0.715106406821
reset password,ID1227267819,Login Issue,Login Issue,0.596897830966
wifi is working but not on my phone,ID1225838952,Phone Not Working,Home Wifi,0.518470292987
i have whole home dvr sometimes the box in the dinning room does not show espn ch 0052 and 0053 but all other channels work and ch 0052 works fine on the primary settop box i have rebooted the box in the dining room,ID1219757229,Channel Issue,Channel Issue,0.550840315223
can i trade in my modem w built in wireless for a regular modem to use my own router instead,ID1221378109,Purchase Modem,Modem Setup,0.704636508757
i am trying to access time warner through my roku  it is asking for a time warner id  i tried to access my time warner account but have forgotten my password and received a message that my account had been disabled,ID1219279425,Login Issue,Login Issue,0.523361511298
no internet,ID1233299022,Internet Not Working,Internet Not Working,0.746654069375
just had new cable box installed after the tech left the box spontaneously rebooted and then i had no service,ID1223599207,Cable Box Not Working,Cable Box Not Working,0.509313580747
our internet works but the phone doesnt  i tried to reset modem through your website but no luck  any suggestions,ID1233384673,Phone Not Working,Phone Not Working,0.422526401321
i need to cancel my technician appointment,ID1222458135,Appointment,Appointment,0.635336419818
i am not recieing proprer internet download speed,ID1229950448,Speed Issue,Speed Issue,0.87107762175
i cannot login into my account so that i can use wifi internet on my mobile devices,ID1230846403,Login Issue,Home Wifi,0.422374794677
i am getting mail delivery failure messages for emails i did not send  i am guessing someone got a hold of my email  what can i do,ID1224232678,Email Issue,Email Issue,0.686838887784
cant log in to my twc tv app keep gettin i have to accounts,ID1235484326,Login Issue,Login Issue,0.788016407655
need to reset password on wireless modem,ID1231719367,Account Info,Modem Setup,0.682451109667
how do i create a twc account,ID1235453806,Account Info,Account Info,0.524330906834
since the upgrade my internet is horribly slow how can i fix it,ID1224863442,Speed Issue,Speed Issue,0.754088518858
wifi continues to drop,ID1230706783,Home Wifi,Home Wifi,0.610685279567
ow do i program favorite channels on my remmote,ID1236439484,Remote,Channel Issue,0.453914202775
ineed to change mt password i forgot it,ID1222127650,Login Issue,Login Issue,0.633569944563
how can i check my password,ID1222682313,Account Info,Login Issue,0.696728294073
ts is the 4th chat ive tried to start the first one was 30 minutes long with r=icky and he stopped responding my internet access keeps going in and out so i need for you to contact me if we get cut off,ID1230945158,Internet Not Working,Internet Not Working,0.421133683778
have bad signal on one of our upstairs tvs that has basic cable,ID1222958926,Signal Issue,Signal Issue,0.666694019633
twc recently updated my internet speed but there is a huge lack in speed,ID1226861592,Speed Issue,Speed Issue,0.92619826994
forgot my wifi pw,ID1236174680,Wifi Password,Home Wifi,0.660516811389
"my cable box keeps going into ""sleep"" mode by completely shutting off ive gone through all the settings what can i do",ID1227748252,Cable Box Not Working,Cable Box Not Working,0.464049341362
"""no signal"" from cable box",ID1236345923,Signal Issue,Signal Issue,0.495932732017
we have two cable boxes and our epix isnt working on one-please advise,ID1223542002,Cable Box Not Working,Cable Box Not Working,0.417163366469
can you verify my upcoming appointment,ID1234525916,Appointment,Appointment,0.449668105159
phone no longer working,ID1230575727,Phone Not Working,Phone Not Working,0.603278692528
my husband wanted me to ask why was the outdoor channel replaced with the movie channel on channel 64 here in killeen texas,ID1222082658,Channel Issue,Channel Issue,0.649574228259
i would like to request the new modem i never recieved,ID1223468071,Purchase Modem,Modem Setup,0.54558452683
cable box wont complete reboot,ID1230610107,Cable Box Not Working,Cable Box Not Working,0.491695161548
i cant remember my username to sign into twc online content,ID1224202763,Login Issue,Login Issue,0.66661634458
my account was disabled,ID1229905711,Account Disabled,Account Disabled,0.631997287231
remote is bad,ID1224284882,Remote,Remote,0.662164983708
cant activate the new modem,ID1232286209,Modem Setup,Modem Setup,0.869827868383
how do i reset my modem,ID1228442041,Modem Setup,Modem Setup,0.837962091914
im supposed to get 40mbps but speed test shows 15mbps ts happens all the time,ID1232644202,Speed Issue,Speed Issue,0.641859165371
need to reset modem,ID1233115926,Modem Setup,Modem Setup,0.776507501441
i forgot my password how can i reset,ID1232185892,Login Issue,Login Issue,0.743642573085
new time warner cable internet modem,ID1229859924,Modem Setup,Modem Setup,0.766148080947
internet down a lot,ID1236317509,Internet Not Working,Internet Not Working,0.473031624152
what channel is pbs,ID1233520968,Channel List,Channel Issue,0.427732115508
my cable box is not authorized today but it was yesterday,ID1229882166,Cable Box Not Working,Cable Box Not Working,0.562636734187
im having trouble with modem,ID1225079671,Modem Setup,Modem Setup,0.516609877343
on demand not working,ID1228597143,Odc-Not Working,Odc-Not Working,0.474284793962
why is my net so slow,ID1224333781,Speed Issue,Speed Issue,0.795349983092
slow internet,ID1236961083,Speed Issue,Speed Issue,0.937614845312
i am returning my cable box and want to be sure that i return all of the equipment  what do i need to return besides the box itself,ID1219341153,Return Box,Cable Box Not Working,0.588896826304
how do i connect the new modemrouter to wi-fi,ID1229632008,Modem Setup,Modem Setup,0.422196335799
what is my pin for setting up voicemail,ID1227190336,Voice Mail,Voice Mail,0.619961215368
i want to schedule an appointment to install time warner cable in my super apartment in building,ID1231317691,Appointment,Appointment,0.531339511414
how to connect wifi,ID1227610646,Home Wifi,Home Wifi,0.643257299976
i am locked out of my twc account because i tnk i have two for some reason my old account is still active and it is linked to the same email as the new account i forgot my password to the new account and when i try and retrieve my password the system keeps reverting back to my old accountcan you access my new account please,ID1229291042,Account Disabled,Login Issue,0.510710086121
i have just upgraded my cable modem to a docsis 30 and my download speed is oinly 175mbps i expected it to be a lot gher,ID1229531544,Speed Issue,Speed Issue,0.658367842202
mac address email,ID1219376073,Email Issue,Email Issue,0.441368228443
internet too slow,ID1228510585,Speed Issue,Speed Issue,0.899404786839
channels not working,ID1219996058,Channel Issue,Channel Issue,0.74833860603
twc id is not working it says my account has been disabled,ID1232611852,Login Issue,Account Disabled,0.608041434158
just got disconnected dealing with slow speeds,ID1224922655,Speed Issue,Speed Issue,0.579029924233
please reset my cable box,ID1236331970,Signal Issue,Cable Box Not Working,0.66252678231
i have been experiencing much reduced speed on my inet connection in the past two weeks i recently added one person to the connection at my office could one more person cause such a slow down in speed and connectivity,ID1228769263,Speed Issue,Speed Issue,0.834781856339
how do i set up app on my phone  i tried to find my username and password and it said my account has been disabled,ID1235949758,App Issue,Login Issue,0.52692145632
can i access a previous email account,ID1223567724,Email Issue,Email Issue,0.495801028283
i was upgraded on a package that i did not want to be upgraded on and want to remove certain items,ID1224442922,Upgrade Plan-Internet,Channel Issue,0.507606307286
speed test indicated less than 3 mbps  paying for 30 mbps extreme whats going on,ID1219763515,Speed Issue,Speed Issue,0.609727610461
why is my internet speed slow,ID1226881835,Speed Issue,Speed Issue,0.982853693197
twc account has been disabled,ID1221829840,Account Disabled,Account Disabled,0.597886858364
my cablephone and internet are out,ID1231512478,Internet Not Working,Internet Not Working,0.71737518727
activate new modem,ID1232411741,Modem Setup,Modem Setup,0.761579177708
is twc available in my area,ID1228169575,Service Availablity,Service Availablity,0.466043932009
how do i cancel the playboy channel and replace itwith the real channel,ID1226080473,Channel Issue,Channel Issue,0.604947220091
my wifi has not worked in a very long time,ID1223621650,Home Wifi,Home Wifi,0.665910130377
help me to login,ID1235159734,Login Issue,Login Issue,0.506510832135
speed is slow again,ID1220427042,Speed Issue,Speed Issue,0.923185552704
im unable to log into my account because its telling me that a twc id has already been created but i forgot my password  can you help me with ts,ID1223296156,Login Issue,Login Issue,0.753805638373
i forgot my username and password and the account has been disabled,ID1229909120,Login Issue,Login Issue,0.625051447556
i have the premium package twc sports pass  what channel is tonights lady bears basketball game on  the newspaper says its on fox sw plus what channel is ts and is it included in my sports package thanks,ID1227188627,Details Of Existing Plan,Channel Issue,0.580817524979
no picture,ID1237026025,Signal Issue,Signal Issue,0.4493851683
how do i set up my road runnner email address,ID1226822321,Email Issue,Email Issue,0.509901195396
my cable box isnt working it says it is not authorized,ID1230588320,Cable Box Not Working,Cable Box Not Working,0.593999755243
i am having truble connecting my laptop to my wifi,ID1220575547,Home Wifi,Home Wifi,0.556322556768
need change password,ID1232335168,Login Issue,Login Issue,0.587566253037
channel 4 nbc isnt coming in but other channels are,ID1235247609,Channel Issue,Channel Issue,0.529057523495
im trying to watch the walking dead on my web browser and it asks me on amctvcom to sign in to my time warner account i forgot my password and when i try and reset it it gives me an error,ID1229986700,Odc-Not Working,Login Issue,0.631639884637
a number of channels are not playing for example sny and msg,ID1229211884,Channel Issue,Channel Issue,0.590374611774
slow internet not what i paid for,ID1220422522,Speed Issue,Speed Issue,0.891686742034
just replaced my dvr now i cant schedule recordings on my phone,ID1221434076,Dvr Issue,Dvr Issue,0.636927341348
my internet not working since last saturday,ID1228792195,Internet Not Working,Internet Not Working,0.82771536871
i would like to drop some of my movie channels and rebundle,ID1229067393,Change Package,Channel Issue,0.481714366532
i have an appointment and no one has shown up,ID1221275508,Appointment,Appointment,0.487902506308
i got locked out of my account,ID1221940140,Login Issue,Account Disabled,0.734543271434
can you activate wifi on my account,ID1223686746,Home Wifi,Home Wifi,0.659655302522
scheduled technician did not arrive yet,ID1230582166,Appointment,Appointment,0.450119146698
missed appointment no call back,ID1225922603,Appointment,Appointment,0.438129263097
email not coming in,ID1223690899,Email Issue,Email Issue,0.68000758191
cable box code b101 tried unplugging the box several times still wont work,ID1224015634,Cable Box Not Working,Cable Box Not Working,0.598016261855
our internet speed is hovering around 1 mbps we asked an hour ago and it was fixed but it has since gone back down,ID1224108461,Speed Issue,Speed Issue,0.646200475974
download speed is extremely slow 38 i have restarted modem several times to no avail help,ID1223537849,Speed Issue,Speed Issue,0.897812328083
i want to know why when i turn on hbo it says sometng about ordering the channel the channel was just working yesterday and now it is not working i recently just upgraded so that i can recieve some movie channels,ID1233432841,Channel Issue,Channel Issue,0.685590251888
"we installed a new cable box and no channels appear the box display shows ""alt""",ID1222500588,Cable Box Not Working,Cable Box Not Working,0.56356380078
need to cancel tech visit,ID1222972554,Cancellation,Appointment,0.420891211587
i just received instructions to get to the arris modem page but t are not working,ID1232308263,Modem Setup,Modem Setup,0.530373609694
i cant log on my ipad and my twc id doesnt work,ID1231284766,Login Issue,Login Issue,0.777041877592
when we turn on the tv is comes up with a snowy screen and the channel says analog 3  yesterday we couldnt change the channels,ID1222045604,Channel Issue,Channel Issue,0.552852469499
internet is restricted to most devices on wifi,ID1236424161,Home Wifi,Speed Issue,0.743362236438
twc login issues,ID1233637789,Login Issue,Login Issue,0.466362394369
internet too slow,ID1230158210,Speed Issue,Speed Issue,0.899404786839
internet outtage and landing page,ID1229896427,Internet Not Working,Internet Not Working,0.553621787161
remote controls not working even with new batteries,ID1230023151,Remote,Remote,0.681903229995
slow speed--i was recently upgraded to earthlink ultimate 100 from 20 mbps to speeds up to 100 mbps i just ran a speed test on your website and show 834 down and 234 up why is it so slow ts is slower than my pre-upgraded speed,ID1222660773,Speed Issue,Speed Issue,0.89777988789
cannot log in forgot my password,ID1232352429,Login Issue,Login Issue,0.895028307482
cant setup voicemail,ID1226002521,Voice Mail,Voice Mail,0.502750195833
modem wont having trouble connecting to internet,ID1229346929,Modem Setup,Modem Setup,0.448815788342
activate my internet,ID1223681122,Internet Not Working,Internet Not Working,0.741569866032
can i change the number of rings  before it goes to voicemail,ID1226504487,Voice Mail,Voice Mail,0.415101217009
i up graded to turbo internet and the speed time says 2277 is that normal,ID1228942031,Speed Issue,Speed Issue,0.707968218605
my internet is super slow its at like 5 of the speed it should be,ID1232083908,Speed Issue,Speed Issue,0.949258353451
how to retrieve password,ID1228520660,Account Info,Login Issue,0.709496405994
account has been disabled can you re-acivate it,ID1224182047,Account Setup,Account Disabled,0.487003928347
upload speed is too slow,ID1231418026,Speed Issue,Speed Issue,0.899179342218
i need to exchange my cable box and want to know what i need to take cables remote,ID1231011242,Cable Box Not Working,Remote,0.61269142493
just took the sppe test and my donload speed is 109,ID1236324262,Speed Issue,Speed Issue,0.746855118794
my bandwidth is moving really slow not sure if i need to get a tech out or if it is just the package internet that we have that makes it slow wch idonttnk that is the case but what can we do to speed it up,ID1232318232,Speed Issue,Speed Issue,0.838944828397
